Country;HS Number;Date from;Date to;Lang 1;Desc 1;Desc 2;Desc 3;Desc 4;Desc 5;Desc 6;Desc 7;Lang 2;Desc 21;Desc 22;Desc 23;Desc 24;Desc 25;Desc 26;Desc 27;Unit of measure;Restriction code;Rate type;Champ24;Champ25;Base rate %;Rate amount;Rate curr;Rate qty;Rate qty uom;Spec App;Cert Ori;Cty Grp
CA;9304001010;20240101;99991231;EN;Arms and ammunition. parts and accessories thereof---Other arms (for example, spring, air or gas guns and pistols, truncheons), excluding those of heading 93.07.---Guns and pistols, spring or gas---Guns;;;;;;;ES;Arms and ammunition. parts and accessories thereof---Other arms (for example, spring, air or gas guns and pistols, truncheons), excluding those of heading 93.07.---Guns and pistols, spring or gas---Guns;;;;;;;NMB;;PDR;20240101;99991231;3.5;0;;;;;;
CA;9304001020;20240101;99991231;EN;Arms and ammunition. parts and accessories thereof---Other arms (for example, spring, air or gas guns and pistols, truncheons), excluding those of heading 93.07.---Guns and pistols, spring or gas---Pistols;;;;;;;ES;Arms and ammunition. parts and accessories thereof---Other arms (for example, spring, air or gas guns and pistols, truncheons), excluding those of heading 93.07.---Guns and pistols, spring or gas---Pistols;;;;;;;NMB;;PDR;20240101;99991231;3.5;0;;;;;;
CA;9304009010;20240101;99991231;EN;Arms and ammunition. parts and accessories thereof---Other arms (for example, spring, air or gas guns and pistols, truncheons), excluding those of heading 93.07.---Other---Air guns;;;;;;;ES;Arms and ammunition. parts and accessories thereof---Other arms (for example, spring, air or gas guns and pistols, truncheons), excluding those of heading 93.07.---Other---Air guns;;;;;;;NMB;;PDR;20240101;99991231;7;0;;;;;;
CA;9304009090;20240101;99991231;EN;Arms and ammunition. parts and accessories thereof---Other arms (for example, spring, air or gas guns and pistols, truncheons), excluding those of heading 93.07.---Other---Other;;;;;;;ES;Arms and ammunition. parts and accessories thereof---Other arms (for example, spring, air or gas guns and pistols, truncheons), excluding those of heading 93.07.---Other---Other;;;;;;;NMB;;PDR;20240101;99991231;7;0;;;;;;
CA;9305100010;20240101;99991231;EN;Arms and ammunition. parts and accessories thereof---Parts and accessories of articles of headings 93.01 to 93.04.---Of revolvers or pistols---Firing mechanisms;;;;;;;ES;Arms and ammunition. parts and accessories thereof---Parts and accessories of articles of headings 93.01 to 93.04.---Of revolvers or pistols---Firing mechanisms;;;;;;;N/A;;PDR;20240101;99991231;3.5;0;;;;;;
CA;9305100020;20240101;99991231;EN;Arms and ammunition. parts and accessories thereof---Parts and accessories of articles of headings 93.01 to 93.04.---Of revolvers or pistols---Frames and receivers;;;;;;;ES;Arms and ammunition. parts and accessories thereof---Parts and accessories of articles of headings 93.01 to 93.04.---Of revolvers or pistols---Frames and receivers;;;;;;;N/A;;PDR;20240101;99991231;3.5;0;;;;;;
CA;9305100030;20240101;99991231;EN;Arms and ammunition. parts and accessories thereof---Parts and accessories of articles of headings 93.01 to 93.04.---Of revolvers or pistols---Barrels;;;;;;;ES;Arms and ammunition. parts and accessories thereof---Parts and accessories of articles of headings 93.01 to 93.04.---Of revolvers or pistols---Barrels;;;;;;;N/A;;PDR;20240101;99991231;3.5;0;;;;;;
CA;9305100040;20240101;99991231;EN;Arms and ammunition. parts and accessories thereof---Parts and accessories of articles of headings 93.01 to 93.04.---Of revolvers or pistols---Pistons, locking lugs and gas buffers;;;;;;;ES;Arms and ammunition. parts and accessories thereof---Parts and accessories of articles of headings 93.01 to 93.04.---Of revolvers or pistols---Pistons, locking lugs and gas buffers;;;;;;;N/A;;PDR;20240101;99991231;3.5;0;;;;;;
CA;9305100050;20240101;99991231;EN;Arms and ammunition. parts and accessories thereof---Parts and accessories of articles of headings 93.01 to 93.04.---Of revolvers or pistols---Magazines and parts thereof;;;;;;;ES;Arms and ammunition. parts and accessories thereof---Parts and accessories of articles of headings 93.01 to 93.04.---Of revolvers or pistols---Magazines and parts thereof;;;;;;;N/A;;PDR;20240101;99991231;3.5;0;;;;;;
CA;9305100060;20240101;99991231;EN;Arms and ammunition. parts and accessories thereof---Parts and accessories of articles of headings 93.01 to 93.04.---Of revolvers or pistols---Silencers (sound moderators) and parts thereof;;;;;;;ES;Arms and ammunition. parts and accessories thereof---Parts and accessories of articles of headings 93.01 to 93.04.---Of revolvers or pistols---Silencers (sound moderators) and parts thereof;;;;;;;N/A;;PDR;20240101;99991231;3.5;0;;;;;;
